poorSignalLevel,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,attention,meditation
,55614,57749,32149,27407,18071,10800,13810,1930,63,56
,11262,13691,6075,7227,2957,10405,10609,1996,66,56
,29392,41295,7987,4900,10445,23768,11321,1266,63,51
,131986,29831,7883,11515,9774,22269,12315,5884,64,57
,32556,23240,2700,9949,10664,60515,6770,4405,91,43
,12818,17165,22741,11149,9238,10965,10165,7239,84,50
,28656,32053,7036,4286,10222,9760,6078,2664,80,53
,115028,95187,32335,6641,24912,44954,17326,4796,77,50
,829213,52379,40944,8372,17107,10778,3461,8120,51,64
,66193,12369,13289,6219,14612,11610,6089,2231,56,60
,20335,4621,24005,8724,39043,7034,5092,3231,54,69
,25642,27731,5879,21552,14967,17640,10013,1845,54,77
,115937,50246,22390,2704,9037,10474,6399,4319,57,70
,511540,71386,7120,8346,15839,8575,4237,6372,47,60
,148217,128340,63450,27568,6536,16065,7797,3238,38,60
,1165456,372206,69595,30613,41292,22430,22745,5154,21,53
,38709,49517,19032,11513,17508,4831,8125,3382,14,54
,20321,36253,12599,32193,12662,18598,2524,4377,21,66
,191996,45726,24149,82205,69907,10316,6733,4743,21,69
,65665,9806,1859,1243,3874,4056,1297,1014,38,66
,9262,8709,26304,8969,12286,6402,4743,1461,47,78
,21684,6882,34013,24776,4903,6708,8188,2207,38,91
,1003511,394765,8254,2245,9266,13855,10133,1130,30,60
,309847,9876,13249,19475,20055,13276,11992,2301,30,74
,7136,44250,4407,13125,6306,10546,6886,3738,34,57
,17864,15355,6327,8111,4218,9892,8250,1553,74,64
,14475,8804,14996,1857,4985,15556,4432,2763,80,61
,13694,8698,30632,11366,3545,11330,3238,7420,81,78
,10672,14023,4343,1849,3335,12698,6135,2332,78,75
,21745,26891,6501,11786,10138,20195,3287,4250,81,70
,1503,23752,6463,5252,9194,12557,4957,3729,77,63
,51274,26663,1374,11115,1481,9206,11350,4068,77,48
,6264,30961,12025,3789,6682,6820,7313,1569,63,53
,382162,39711,5024,6083,10719,7059,14429,1436,53,48
,2106,24940,8836,2267,2407,16824,3429,3330,56,48
,82647,5665,455,2251,1711,3331,1450,648,61,47
,5581,30139,18802,5899,22540,27740,6879,3484,70,44
,9274,57112,19822,9698,9125,12603,11759,7271,70,60
,4678,13818,7355,8133,5369,8101,8095,5511,67,67
,2855,16003,5393,6564,11127,6740,7701,1475,63,67
,15706,16081,25067,11112,3882,18395,4706,1981,60,69
,9074,6817,4471,4679,6707,10354,23117,3694,74,69
,3746,15466,2971,3596,9868,20357,3581,3872,83,57
,266830,35160,2315,2557,1570,3151,1964,700,74,50
,16863,25708,16521,4802,10256,9654,9869,4274,69,43
,108007,11390,5428,1919,2023,5763,1882,1160,63,43
,25679,14599,5797,7183,5371,11755,7733,4199,54,53
,48916,33479,5900,12399,4001,12149,9942,1770,64,61
,6829,17075,19165,8243,17335,12556,4965,3413,67,63
,12894,7302,9389,5918,2339,8411,12176,2011,69,70
,23854,10233,370,7800,3735,12609,17644,1980,75,69
,1605386,226137,30056,22611,17625,11468,9205,5159,60,63
,217032,16520,6711,6269,9809,19945,18574,6352,66,56
,47445,76359,17282,6933,7518,11231,10135,3229,54,47
,7397,31220,19328,13439,16546,30227,8669,3619,50,48
,19986,13400,5766,10887,4828,13023,3670,3111,70,57
,16657,35663,10706,3868,15988,13705,10686,3204,63,56
,1423422,36428,8424,8187,14305,6478,8536,3985,64,57
,77731,18682,23541,8400,7936,11307,10750,4834,60,64
,94644,35839,16955,11367,24854,19097,4825,4045,56,61
,52651,19264,3024,2141,2920,3283,1221,1993,61,54
,44058,93584,32657,5907,3791,14363,8147,4711,53,47
,4491,9672,2621,2491,5494,10880,3011,1719,61,40
,125570,57303,27548,42255,12447,10751,6034,5957,47,53
,83248,2280,1692,2125,3349,2207,1887,961,48,63
,15438,11280,11454,11652,9699,9524,16302,2445,40,77
,46989,65229,13095,24619,13451,16540,17062,3106,47,69
,18423,16587,13076,3941,6792,6139,4090,5562,57,70
,12528,14702,3615,8907,7593,9569,6263,2181,57,69
,54799,32177,2262,6184,2766,2786,1428,806,53,57
,20530,46058,4019,16779,8543,13146,9412,5664,53,51
,28565,52942,9671,9493,11063,11322,7314,805,47,47
,655925,31528,6631,9943,3682,11508,9306,6900,43,44
,135611,88402,11753,35116,17690,16167,13215,6662,47,50
,63664,18796,19484,15341,9607,20102,3590,4265,53,56
,44479,39932,19238,10670,13059,16063,12684,3095,56,61
,15807,12397,98,3740,8093,12469,5735,4440,78,41
,7871,11149,2725,9042,8526,6081,10021,2596,75,37
,40042,47386,26887,13887,7817,24696,3729,2408,78,38
,289342,8837,12645,24613,20301,10362,5871,8286,57,75
,30036,30647,26717,2634,7946,10009,40238,1604,54,78
,23608,3882,1286,7610,6181,12329,10512,6674,66,75
,37309,32304,4410,8530,4813,12700,5070,3175,67,61
,86554,9909,13582,8010,3041,5346,4200,894,67,66
,35695,34567,32510,12823,4601,15323,25453,2880,67,69
,7763,7901,3647,6876,6028,11450,6865,9937,63,69
,61207,8143,8219,3140,5504,4556,2103,842,61,78
,2183,40347,4588,3699,4782,14644,10456,4016,67,57
,24800,15740,9132,9558,12504,9524,7586,4256,70,53
,83117,18288,51530,10001,8117,20575,9112,3503,63,64
,9416,6815,1468,1830,6619,18624,3799,4426,83,48
,28477,73933,19265,13765,5126,22032,15164,5668,78,54
,36548,23673,9269,20425,5550,10287,6376,6594,75,60
,78520,30861,2071,981,2341,2585,1731,1150,63,34
,2093363,761929,162562,64597,35227,26274,47252,11791,24,43
,1088564,45852,35147,8506,2554,7612,4177,2693,17,50
,65809,9285,3404,7390,2720,1790,1727,1012,11,50
,534291,26551,7203,9414,8791,10572,12948,2548,21,64
,212495,22773,1869,3214,3474,1769,2153,671,29,60
,100187,8757,6007,2233,6081,2347,1663,1856,34,56
,26403,18536,10567,3480,4244,5711,5262,2574,40,51
,302387,140964,11716,34024,6825,10272,6129,1184,26,50
,44677,30190,11272,15284,8531,4523,6719,3627,29,61
,9454,7731,4338,4538,3764,6865,2893,3898,38,61
,20561,17056,9122,8437,8714,18662,8443,3891,48,60
,22690,42400,16286,40443,8395,9317,5411,7177,57,66
,193763,125384,14518,37137,19799,17140,7014,2513,47,63
,16597,18826,2216,19505,18293,36349,9418,4080,51,60
,3178,38619,15977,10910,10043,8782,3796,4130,51,61
,8039,5420,19352,3660,7077,8465,4720,1273,61,61
,18049,10528,11233,8263,19731,5431,4916,3897,66,66
,162390,8454,1189,1700,4485,1655,1306,1462,50,63
,82115,118906,29921,25635,13043,8913,6132,2203,41,61
,1070126,118094,50551,27565,4978,5877,5200,3218,20,54
,4597,77930,3810,7035,14468,5674,10129,1924,11,41
,8011,6488,4717,11388,5153,6852,5972,2000,17,54
,5224,7595,1391,8187,8365,18399,5278,4203,64,35
,5204,40711,53034,11693,13208,19156,4691,1706,75,54
,15230,7658,4578,9055,5083,12107,3092,2003,84,61
,22584,32870,13240,9862,6072,6995,3280,3404,66,66
,124733,70635,10605,14943,9120,9700,10631,4114,61,56
,45631,22320,4415,5788,7473,6960,3586,4307,51,54
,4796,12934,7322,2816,14580,7766,10244,2538,60,48
,17272,39250,11783,2095,2704,14532,7710,3828,69,47
,6499,5993,1683,4609,4118,12278,8350,3543,83,48
,18792,17835,5246,5512,11239,14407,11644,2381,84,41
,24528,24740,12226,17352,5181,12873,5298,2482,81,50
,5204,32582,2085,6919,16870,17404,17828,2790,84,43
,10651,38703,36773,22560,11762,12464,5813,11862,66,54
,93460,14173,2079,405,1740,2085,3230,685,53,48
,6612,8024,9101,4802,5927,5518,5456,5041,53,48
,65926,15466,4687,2063,2030,4805,1731,1298,48,57
,32816,47350,2715,5621,1988,18586,6116,8030,56,38
,6444,7364,11860,3557,6692,9304,8337,7935,81,48
,11345,13918,3806,18928,5385,16464,4504,2005,88,53
,7475,53529,7628,19096,6382,12389,6076,2739,81,64
,6443,26825,1591,3808,6952,10647,17985,2742,69,54
,15072,31037,243,5104,4398,14483,16143,2751,69,37
,7948,23933,8199,9306,6850,27903,4912,6071,70,29
,208963,90935,14543,28577,17602,24754,20998,10325,78,34
,574430,61380,17163,27781,4062,24685,12893,5098,74,47
,182315,46770,6492,12519,17266,9290,2342,1023,60,44
,81287,105865,1441,9594,6734,11927,6872,7872,44,37
,101758,57153,5928,6146,12741,11772,22318,3414,43,29
,33046,46992,12613,2878,4869,19909,4620,2723,44,23
,10864,30392,5884,11184,5068,10268,7377,3103,50,26
,56774,40861,13399,27922,10560,12552,13482,3530,53,47
,16877,7305,11386,12824,7856,17380,6700,4737,66,64
,5256,6652,274,10604,3534,6354,6822,2228,70,67
,10652,23153,1264,6604,9984,10327,3057,5509,78,56
,23900,9002,3132,3681,8094,13410,14992,2194,83,53
,22607,29635,15083,7154,3460,27645,8516,3760,83,47
,153545,46370,17855,23286,3713,25270,8496,5638,83,47
,32694,38950,14162,1143,7944,22890,7661,7649,84,47
,21953,23678,22838,8307,12885,30888,10113,3013,74,53
,8371,17707,13598,2077,7653,25771,5323,1211,81,48
,5963,18702,5777,5124,2079,21533,3591,3045,87,50
,10766,14456,1415,4214,6498,16969,8053,2437,97,41
,120583,31413,45415,14922,15703,15848,12196,7388,75,56
,14091,22605,26039,23346,8061,12899,17341,3337,61,77
,20111,58707,9835,15708,27579,14275,14693,3907,60,66
,11208,29219,13256,14249,15006,13635,9848,2974,51,70
,63496,10733,3761,645,1369,3679,4387,841,66,44
,5191,39559,7272,5945,7891,12695,11251,3414,64,38
,34852,84707,7046,21031,13631,15721,10380,2641,63,40
,4795,7844,5005,5756,24759,19715,11079,2899,64,37
,12509,15459,2756,8489,8059,10563,6896,3616,69,38
,4973,10540,6266,5966,4907,7206,5622,3909,70,44
,9066,12669,8681,15269,14730,14281,15579,3695,80,53
,8065,35189,15449,5794,2282,13139,8537,2839,83,41
,938900,153584,65270,10287,12184,40358,16566,5386,77,38
,23211,52462,14185,18304,15305,14798,12735,5863,57,51
,134545,26220,4471,1452,5379,12700,2905,1616,54,47
,48829,11420,16762,25495,2476,18216,19347,3463,57,57
,41010,49044,31980,14024,30848,14341,11871,4988,57,60
,117247,8263,931,2241,3417,6479,5531,1023,67,53
,301668,49952,471,3558,6980,18927,7764,4374,66,43
,9268,51953,7132,8010,11997,17752,6258,5716,64,24
,26374,11115,3431,5377,11971,10261,12920,3597,66,16
,5205,13182,3461,6776,10656,13149,5026,5575,69,30
,12559,31502,7394,10424,6170,16537,11073,8809,74,37
,11770,24692,11684,3896,7764,27729,7527,11600,84,43
,147687,78528,40982,23783,24646,8911,11377,13395,64,51
,18235,5903,7061,16665,9143,14174,11846,6199,63,61
,18418,7332,9327,14199,8507,14246,6298,3224,64,69
,111212,55075,11043,4209,2127,6878,2837,833,47,67
,279159,60566,14319,4678,11802,13921,18423,9546,56,60
,18798,4679,5776,8597,14275,11565,17648,4549,60,54
,24277,23349,35661,18765,19356,13073,8516,7310,51,63
,297991,152703,14899,21043,11989,35847,19879,6538,51,60
,9838,6619,4670,10804,9889,22882,10409,7935,57,57
,342925,33505,4558,5805,7140,4417,3030,1232,57,53
,108207,39180,14628,45329,18722,18392,11790,8175,57,51
,16779,26536,7154,2041,9390,34762,14655,7427,74,48
,5435,11151,9646,17545,15074,21164,30241,15356,66,51
,16087,62877,19172,5617,10801,23379,8796,3915,77,53
,138236,44113,3231,2727,4317,2526,4596,2449,63,35
,282158,218425,39379,13608,20504,16375,15241,2759,38,38
,105684,66291,13842,17473,10139,14097,15631,9712,24,34
,34433,46001,6130,15634,9034,19897,21364,6185,24,34
,28311,46956,12142,8586,21029,19257,22808,3772,41,41
,379214,162530,4685,16243,5978,42201,11963,19967,53,35
,28430,36271,15019,14351,16262,10826,18836,4406,53,38
,363474,96247,2049,8579,9275,20142,7909,5017,50,26
,529910,151020,26256,10834,7167,17972,13614,7331,40,24
,122892,59096,49617,23158,23915,17166,8767,4943,35,43
,77266,36116,12361,31536,11521,21477,18003,5071,40,47
,6440,51793,10338,9856,13451,42935,14124,7819,51,53
,34892,9874,4511,1760,8450,31326,9416,5235,80,48
,47739,42013,30341,7381,14782,11561,10142,6072,81,44
,3861,8450,5682,6036,12462,27179,10352,7804,96,37
,30536,8118,13619,19051,8957,29691,12783,13172,78,56
,13273,24452,18282,37713,13387,22017,14948,8681,83,61
,78557,42384,86687,12093,15744,12975,20052,7864,57,78
,19931,22972,14680,12874,5024,13640,20501,8052,60,88
,53361,10332,9134,2244,2238,5494,4298,3135,50,87
,157283,76135,3627,7587,12661,18099,22355,12598,47,64
,15532,10188,1260,10093,9978,13870,19334,5473,64,51
,15793,7321,11371,18899,24450,24011,14335,3235,74,50
,9458,11961,9894,12919,7917,15798,6692,5228,78,50
,83641,42233,10195,21304,22032,19956,8217,6276,80,63
,18637,14736,11373,8572,9634,8309,22635,8051,70,67
,357752,98823,26495,23036,14723,20313,8945,7552,56,64
,307753,63473,72318,25918,25303,40740,19173,2990,51,64
,64681,18528,4243,2306,6730,2478,7355,1434,43,60
,105836,27713,20842,20810,33972,44806,18499,4392,51,56
,181656,12504,1732,5585,973,5725,2885,1512,57,57
,791656,320451,18031,16567,30124,24596,12975,2420,48,38
,18092,14867,17000,2466,9203,8355,20677,6179,56,48
,6202,22213,4618,11300,8178,19774,4165,3723,54,44
,20439,21786,16480,8033,5926,13343,14821,8787,54,48
,26882,29085,25770,5439,20040,23882,26204,8843,69,63
,16107,19327,12380,21859,14273,21304,12566,4016,75,64
,150976,15209,3341,5856,3444,5559,2645,1697,66,66
,3957,7589,15005,5585,5804,5922,11091,3434,47,61
,66346,68311,13488,27079,41682,28242,10802,3538,43,53
,29058,151994,28715,22516,9780,11896,12448,3822,29,50
,170500,71836,5409,8525,13619,3607,4649,1503,26,51
,11464,32684,9649,10521,7517,24847,3427,2413,35,40
,133354,127448,9146,22965,13009,14559,9217,5910,26,37
,289971,32042,21901,9995,950,5040,2922,912,27,47
,112716,44951,25983,6357,6801,14479,9219,5062,41,56
,10566,16815,4621,8025,6032,10413,9004,3562,38,57
,250492,127793,16170,21163,34906,29550,9125,3759,44,57
,731301,58747,14538,11289,22901,12312,8560,12600,51,48
,142683,31892,2799,2659,1152,1310,1759,461,35,37
,22282,8865,11476,12284,22718,17350,8560,801,40,40
,32681,22628,10521,11455,8882,18588,10927,3295,54,56
,5018,3537,5183,9127,5180,21875,15043,5808,87,67
,209091,69373,32233,10042,9239,13487,6007,5637,74,66
,20743,9398,5511,9033,2966,19721,10149,3643,83,61
,4167,8264,2052,3481,2664,17041,7751,4750,93,54
,2725,20794,2793,3475,12151,17801,15004,2920,87,41
,34083,12358,3969,1678,2283,8524,7037,2384,100,37
,128837,14658,6288,2869,4544,2144,4813,1661,80,35
,31806,3845,29853,5604,9721,19607,16250,3485,70,51
,158576,104339,20173,27415,23799,25046,7638,1983,57,60
,65872,10660,42017,18870,4566,18768,2604,2244,53,78
,25296,10838,21663,10006,26764,19814,4198,5068,66,80
,103663,9509,1365,2331,2497,3779,965,1178,61,66
,17752,13095,9160,4350,5291,16493,4811,4549,75,67
,7976,13160,18135,14142,29071,15807,10455,4112,78,57
,167858,12402,2356,2598,5416,11557,2858,855,81,47
,41672,36972,25751,10440,25981,18083,13400,3166,80,53
,8072,12696,2470,4704,13258,9636,8402,5277,77,47
,3826,13075,7004,5296,5277,13209,12459,4377,80,43
,529610,63396,4134,10032,6878,84850,5731,6961,84,38
,15562,4559,2225,6292,14144,8155,11598,6108,80,35
,199136,20959,11842,2153,1675,6619,3134,950,70,37
,10101,19453,5311,11185,4347,31819,8244,2952,69,48
,9544,27109,3343,3189,2014,18346,12995,5048,81,44
,3470,17693,25850,6507,6490,17552,8173,3323,77,53
,51797,63958,7329,10307,33764,9587,16005,6669,74,43
,112939,10299,7179,12152,3927,9541,6916,1314,63,51
,10371,15216,22593,5336,3607,23151,9789,3898,64,66
,196178,80792,19878,21228,21044,15939,12099,1830,56,60
,26938,17552,5452,1651,8305,24078,7675,3026,75,57
,122143,16421,3553,3385,3268,4407,1843,1424,69,41
,75677,11984,2106,215,1525,5997,2292,889,80,30
,313626,14567,2598,5078,4178,4112,5129,990,66,40
,59081,54607,27925,27009,16239,16931,10674,4755,54,47
,235860,119749,9876,6615,5364,15864,45803,3900,50,38
,7858,6614,23197,3564,11714,20713,10296,3906,53,54
,30026,21291,24729,13575,11201,35324,6080,6833,63,60
,770266,107889,10116,27576,20404,11343,9534,11526,56,51
,119957,37048,27569,19423,7797,26023,11696,8375,64,66
,3594,15632,4047,4840,4226,19386,5631,5148,67,56
,605886,58707,18897,5412,2438,13287,11296,11393,54,50
,28256,8296,8172,3160,15889,30934,7359,7947,83,48
,115740,15813,2058,7943,3904,9962,5259,2722,87,41
,23165,10694,569,1951,3397,6678,2488,1231,83,35
,1036641,42040,12427,14710,6776,7113,17851,12520,78,40
,20171,40336,11086,6567,14787,34394,8502,4488,67,40
,697984,151137,16612,67031,11105,43632,11470,4590,61,41
,367667,27584,2562,2833,2182,6586,2620,1235,51,44
,53859,2981,2327,3928,3049,3392,11684,1042,63,47
,3545,24668,5426,13481,7019,25682,14366,4750,63,51
,18827,10903,9192,4462,9069,29053,10766,2749,81,48
,28059,46026,7837,20753,10003,14163,10099,8583,81,56
,9765,7156,12461,6669,3561,10116,12940,4264,83,60
,17927,48194,6595,17179,9238,29002,20643,5773,80,57
,367930,26750,2942,2875,4242,6969,7667,1602,61,51
,7428,35604,11567,8925,7145,33834,10294,5534,74,48
,18979,17809,3274,20140,22985,34420,28966,3322,83,41
,5229,19764,5192,5404,22071,17619,9429,6316,93,43
,482360,21691,6736,16081,12800,16194,14086,9712,88,48
,1763,36708,3941,7103,5245,15728,17391,4476,84,40
,75388,9229,2482,810,2102,5856,4090,2719,78,51
,18581,18868,1874,15921,15816,21855,25527,11414,81,48
,6612,10077,10005,10433,25480,11545,10436,4963,83,56
,3219,5262,5594,6551,13641,29573,6699,7972,93,43
,97626,19181,756,2647,3967,2899,6779,2014,81,41
,215513,11649,5319,2207,9868,44620,15907,5558,91,29
,214318,19968,60611,20378,30137,35770,8939,11517,90,38
,9478,6196,3234,10153,5963,21266,12034,2445,100,44
,831356,69060,7560,1880,13222,17989,11920,9019,90,43
,31238,33335,16898,19931,29690,20109,48316,3115,87,37
,38114,7668,4444,26061,1692,13681,8607,3947,70,54
,21154,17250,11091,12818,12490,26516,14741,4417,64,56
,1047451,25771,4961,2083,5639,42618,21035,5935,80,54
,6755,26600,4758,3165,5601,17530,8876,4897,87,47
,223186,21181,3912,4213,12152,4020,7955,2196,61,11
,120964,44576,11081,39289,21715,34411,5837,4066,50,41
,9123,3380,2483,4733,6105,19153,13634,4205,75,53
,71617,75628,23024,3210,12803,40390,13507,16436,84,53
,43736,13034,9453,11935,4579,15914,8760,3867,84,53
,73900,12422,1889,7457,3003,4016,2939,1354,80,53
,12774,17477,10483,6094,5535,18310,16088,1945,67,56
,2786,31983,11162,11881,2469,28397,8446,3876,69,63
,90187,10357,11299,1914,2223,5399,2760,1627,63,64
,56438,10138,3181,5976,5911,18584,7583,6245,78,57
,444457,116425,40031,2773,10971,12338,22850,6614,61,54
,95940,43942,5056,24486,8181,9887,14189,15901,50,56
,6050,3324,6586,3633,16525,15868,5443,4548,64,51
,25605,14403,29643,6434,19197,12887,19443,11355,83,61
,272429,97813,17991,18232,17615,22968,20922,5087,66,56
,12973,15158,1838,5923,1945,29169,5767,5627,67,53
,31954,27609,26614,12089,5922,24054,5798,4226,67,56
,120744,77408,8581,14477,6349,17314,56460,7723,64,44
,160888,10207,7593,7514,3510,2052,5679,607,60,56
,85868,4833,804,2336,4768,6861,3030,1221,54,56
,25857,13917,6235,12450,8894,19314,10709,2090,61,53
,61688,9922,1416,1120,3689,8422,2640,1450,74,47
,48226,38347,3498,11512,9494,6440,11135,8816,75,35
,23780,33738,10179,2949,8277,21984,11955,9582,69,37
,177801,40422,12983,7253,6213,18239,16586,24418,63,30
,103316,5618,25292,4920,13800,14458,26816,3992,60,51
,185604,73628,14577,3007,13280,13514,14086,6041,61,47
,56058,50173,27302,22521,10309,37487,22680,19969,60,56
,141889,18006,7913,11470,20461,27545,7626,7030,66,48
,68989,42956,2305,6930,17998,19899,10002,6124,75,44
,8341,13420,8224,8718,11286,27398,10548,5711,83,40
,22665,16910,2532,6586,6942,33140,9751,8314,94,34
,9235,6814,12242,4267,13651,18943,10534,5951,96,38
,35548,24793,6757,5980,6506,21394,9151,11642,100,44
,14294,23598,27282,5364,10033,20151,12810,4093,91,50
,22764,27109,33950,12599,25361,15578,14621,3782,75,63
,37915,13126,17023,11222,21658,29625,22922,8323,74,61
,25778,31657,23533,11317,25940,11007,8606,7912,61,67
,39850,83138,66268,5607,9792,14960,9522,8339,50,69
,8330,14381,3366,2961,5609,10436,16744,6267,56,57
,39816,26368,29384,5989,16317,11494,5726,4619,38,53
,466048,195166,30252,40482,15462,15974,22127,9025,35,47
,494178,116036,7505,26663,28187,20960,13243,10922,43,51
,224764,21554,6970,2936,14476,12636,3933,801,51,40
,148170,50692,16615,16166,8367,5993,2751,1261,53,44
,94008,23402,16643,19162,7020,14881,13939,7957,41,53
,63139,18131,8758,4294,3316,5180,2624,907,43,61
,39581,71734,22163,15629,15319,7461,4538,4257,26,67
,19997,38013,4276,14586,19254,11087,12992,5193,37,61
,9305,12077,5206,4666,12763,8332,8610,7375,41,51
,125974,73320,13790,11930,14067,6431,7526,5439,34,44
,9608,10664,2997,15153,11858,10827,7334,4683,48,47
,8607,9924,6359,2518,28593,13947,11501,6132,60,43
,286494,116449,16653,21264,24304,25814,25359,5453,51,41
,51194,38125,4953,13607,6669,32758,17176,8646,70,40
,6869,11498,4676,4541,6980,22648,6282,6995,81,30
,162809,27900,2117,2486,6024,4030,5484,1879,66,27
,13275,6158,3851,7743,21300,22981,16940,8559,84,27
,73984,88163,46571,13195,6006,28030,27294,5729,75,35
,414996,79433,4246,10153,11294,21970,8502,4397,60,29
,10397,15245,10838,3650,2520,20675,10699,3703,75,41
,7856,3314,3190,3971,6313,22281,15739,8114,80,41
,4305,15238,12266,8542,10336,24993,9266,2357,91,40
,4387,17503,13612,24325,9016,18715,9670,3980,96,57
,8291,16884,7562,11659,14323,18332,5696,6376,81,61
,8776,5249,3267,3112,7233,32707,12341,4498,91,50
,889970,56014,19270,16994,6860,17408,13864,2907,84,43
,3305,4981,10758,9402,10240,28201,8382,10300,90,47
,24264,18576,38697,14427,10529,18150,15083,4687,67,67
,18624,19179,6766,17697,14543,17128,11802,2904,75,67
,41966,42371,24975,12301,11391,13903,15915,4406,63,74
,3868,7101,3588,14817,4736,13733,9390,3226,56,78
,4245,2403,3461,9657,5876,39607,9870,6040,77,63
,9298,13194,3683,11755,8210,36890,5529,4892,87,57
,13908,6092,7786,6751,7480,25365,5597,7088,100,54
,16126,11865,6258,8242,14001,19083,6546,6859,100,48
,49399,13571,1322,1385,1690,9962,3038,811,83,41
,16978,23953,4845,7147,13548,21485,16371,3863,77,35
,351600,198590,65600,45445,31376,15391,8865,5769,53,37
,21317,9617,10816,9427,8758,30785,9038,4110,61,37
,578360,63540,54719,8134,33976,21543,17951,5571,51,53
,12898,15759,9019,4688,3895,14619,16513,8828,50,61
,122409,15548,12856,5523,7057,32603,11008,3822,75,57
,9473,4483,11065,10429,7248,20213,11974,5821,70,63
,53903,14859,2170,2881,3964,2905,2023,2824,70,54
,206821,16592,13351,6826,3051,18278,13977,7481,70,56
,107341,28556,3150,10727,2748,4019,3058,941,51,57
,8721,24155,35284,13756,14841,23655,6809,2387,44,60
,24564,12917,13371,12569,6145,15025,18841,5589,51,70
,125810,81862,3477,8092,9670,20108,6399,7956,44,54
,287469,146130,5544,3914,12248,34466,15546,14619,51,34
,16548,4001,4845,9843,8117,20813,9075,3052,63,27
,12579,10697,3894,12800,14633,15250,4631,15509,66,23
,589561,27454,16657,10868,15586,22473,17402,2973,80,60
,547676,45582,3350,21722,14565,37294,15988,2582,74,54
,21387,45156,9927,18931,5523,14945,7426,5805,64,53
,48442,27483,17129,16585,12788,21390,12920,5390,60,57
,11129,18597,17033,3103,12176,17680,11218,8516,61,57
,46632,53973,9134,13804,26869,10505,18480,7343,50,56
,145995,99217,6815,7995,3514,5299,2176,2531,38,44
,250422,64285,49921,15129,13023,18447,10987,6119,29,48
,372329,57619,6961,25915,20267,17380,8629,3836,29,51
,727956,145481,41922,23096,45333,16723,16191,1846,35,60
,416135,29225,12814,16306,8016,17043,7433,3660,40,57
,1945023,306316,78777,102989,36488,28646,43681,23100,26,60
,1402730,420158,17045,256053,882262,238153,62125,49916,26,60
,1789066,63055,54248,85824,154661,79131,12551,15526,26,60
,1581003,30699,7989,19486,4916,9955,7198,4547,24,64
,908303,230390,89188,31473,25406,16916,21184,6078,10,63
,1210734,238947,198209,223856,177054,123414,39491,38936,10,63
,1388243,233465,53465,23540,19591,17732,20077,11794,10,57
,444288,177591,33230,9097,6827,7410,9573,7281,1,48
,280356,13870,5563,6450,3312,2001,2565,2403,1,51
,6412,14679,18133,8740,17329,29741,26484,10591,17,51
,698476,43359,33785,37173,25786,10163,13988,7238,21,64
,2029706,87561,9063,52289,11381,31642,14545,8544,47,80
,74538,97265,6144,3388,2639,4430,4832,972,21,64
,1252484,97060,84297,107642,92184,32976,45982,11483,24,63
,1855392,1571124,613247,411364,190796,231921,218333,118563,16,53
,319807,83443,10277,17260,12596,8789,4976,5298,8,48
,401726,245466,1267,11969,33820,20816,44072,17774,14,40
,337843,45376,9126,10477,5188,5167,7425,1916,11,30
,416411,162811,151313,82793,52397,13866,24683,7747,1,40
,1076824,275901,130729,212779,109625,94112,96701,58798,1,40
,588780,361816,7156,57228,45072,38383,33665,25294,1,40
,148087,57927,5547,3439,8299,9767,7092,7689,3,64
,2054944,181148,6734,59961,24636,32345,39271,14670,7,63
,182632,4479,7035,1604,1529,4380,8299,2418,27,60
,46065,65507,10462,7131,5229,33735,13434,4399,40,61
,11515,36589,35722,12304,8515,11164,8180,9595,30,61
,330536,57853,16646,6320,27377,29325,5298,2682,51,53
,47731,44085,2118,9994,16679,9911,21573,3018,43,51
,348541,184022,27733,54908,32188,12494,16712,5830,35,44
,8604,9756,23316,2862,10959,23799,12723,3032,41,44
,106198,17486,2665,2407,2566,2158,3549,1650,29,47
,181123,187112,64261,46963,23534,20621,30388,18698,23,56
,960432,776649,68038,289411,68410,85031,62315,47883,23,56
,179105,71927,25856,12501,39528,5927,17415,10251,23,56
,82822,14270,1861,13009,2288,4945,5769,1596,34,61
,201003,136024,24402,11215,8743,36256,10387,3422,24,51
,696233,35508,14453,13230,16922,15497,11934,6836,34,56
,20173,12238,19357,4563,9164,22712,5396,4671,51,57
,70740,14652,3050,2689,3499,2131,2541,846,43,53
,105867,25599,5489,2074,5947,3031,2159,1375,34,47
,468379,381119,59372,124142,91523,30031,27341,14454,11,41
,273914,174090,58361,160632,98712,80255,32071,38433,11,41
,153478,63585,38764,49967,44211,49743,14619,20907,11,41
,82895,13696,2380,1737,817,1231,1525,431,7,41
,147901,7375,5946,6779,1930,2955,1528,1194,10,54
,24986,17506,7798,30481,8530,13222,6622,3942,38,77
,6431,5973,13672,13643,14920,13939,7831,2030,53,87
,109940,74552,3682,4745,2704,1863,2819,918,17,60
,175511,52364,3518,7623,9035,3556,2794,839,4,41
,2324571,749339,246964,56203,58636,165748,19485,17005,1,34
,1285397,45398,6643,15521,12786,13722,4716,2194,8,29
,249944,49565,8894,5731,4377,3456,1476,858,14,38
,14976,7432,3363,4367,5704,5200,16806,3137,30,48
,411500,535771,62437,43583,49864,23349,15074,6741,27,51
,676216,203970,55192,6296,20318,16331,27300,6883,11,44
,829240,431742,41177,23529,12293,17120,7295,6680,1,29
